100001_addgene_out.xml, S. cerevisiae (budding yeast)
100005_addgene_out.xml, C. briggsae
100006_addgene_out.xml, C. briggsae
100007_addgene_out.xml, C. briggsae
100010_addgene_out.xml, Algae, Nannochloropsis expression
100013_addgene_out.xml, Nannochloropsis oceanica CCMP1779
100016_addgene_out.xml, H. sapiens (human)
100017_addgene_out.xml, Synthetic
100018_addgene_out.xml, Synthetic
100028_addgene_out.xml, H. sapiens (human), Synthetic
100029_addgene_out.xml, Synthetic
100041_addgene_out.xml, Chlamydomonas reinhardtii
100042_addgene_out.xml, Chlamydomonas reinhardtii
100045_addgene_out.xml, jellyfish
100085_addgene_out.xml, H. sapiens (human)
100086_addgene_out.xml, M. musculus (mouse)
100087_addgene_out.xml, M. musculus (mouse)
100088_addgene_out.xml, H. sapiens (human)
100089_addgene_out.xml, H. sapiens (human)
100090_addgene_out.xml, H. sapiens (human)
100097_addgene_out.xml, Synthetic
100102_addgene_out.xml, H. sapiens (human)
100103_addgene_out.xml, H. sapiens (human)
100104_addgene_out.xml, H. sapiens (human)
100105_addgene_out.xml, H. sapiens (human)
100106_addgene_out.xml, H. sapiens (human)
100107_addgene_out.xml, H. sapiens (human)
100108_addgene_out.xml, H. sapiens (human)
100109_addgene_out.xml, H. sapiens (human)
100110_addgene_out.xml, H. sapiens (human)
100111_addgene_out.xml, H. sapiens (human)
100112_addgene_out.xml, H. sapiens (human)
100113_addgene_out.xml, H. sapiens (human)
100114_addgene_out.xml, H. sapiens (human)
100115_addgene_out.xml, H. sapiens (human)
100116_addgene_out.xml, H. sapiens (human)
100117_addgene_out.xml, H. sapiens (human)
100118_addgene_out.xml, H. sapiens (human)
100119_addgene_out.xml, H. sapiens (human)
100120_addgene_out.xml, H. sapiens (human)
100121_addgene_out.xml, H. sapiens (human)
100122_addgene_out.xml, H. sapiens (human)
100123_addgene_out.xml, H. sapiens (human)
100124_addgene_out.xml, H. sapiens (human)
100125_addgene_out.xml, H. sapiens (human)
100130_addgene_out.xml, H. sapiens (human)
100131_addgene_out.xml, H. sapiens (human)
100135_addgene_out.xml, H. sapiens (human)
100136_addgene_out.xml, H. sapiens (human)
100137_addgene_out.xml, H. sapiens (human)
100138_addgene_out.xml, H. sapiens (human)
100139_addgene_out.xml, H. sapiens (human)
100140_addgene_out.xml, H. sapiens (human)
100141_addgene_out.xml, H. sapiens (human)
100142_addgene_out.xml, H. sapiens (human)
100143_addgene_out.xml, H. sapiens (human)
100144_addgene_out.xml, H. sapiens (human)
100145_addgene_out.xml, H. sapiens (human)
100146_addgene_out.xml, H. sapiens (human)
100147_addgene_out.xml, H. sapiens (human)
